date,temperature_c
19/04/2007,0.4
20/04/2007,-2.4
21/04/2007,-1
22/04/2007,-3.2
23/04/2007,1.1
24/04/2007,-0.1
25/04/2007,1
26/04/2007,-0.1
27/04/2007,-7.3
28/04/2007,-0.7
29/04/2007,-3.8
30/04/2007,-3.2
01/05/2007,1.2
02/05/2007,-2.9
03/05/2007,-1.6
04/05/2007,-3.7
05/05/2007,-1.8
06/05/2007,-0.8
07/05/2007,-0.3
08/05/2007,-1.2
09/05/2007,-5.5
10/05/2007,-4.9
11/05/2007,-0.1
12/05/2007,5.4
13/05/2007,1
14/05/2007,0.4
15/05/2007,1.1
16/05/2007,-0.6
17/05/2007,-2.2
18/05/2007,1.1
19/05/2007,0.9
20/05/2007,-2.5
21/05/2007,0.9
22/05/2007,-4.9
23/05/2007,-2
24/05/2007,-3.2
25/05/2007,-4.6
26/05/2007,-7.9
27/05/2007,-5.2
28/05/2007,-4.2
29/05/2007,-1
30/05/2007,-4.6
31/05/2007,-8.2
01/06/2007,3.2
02/06/2007,0.3
03/06/2007,-4.7
04/06/2007,-7.1
05/06/2007,-5.3
06/06/2007,-2.2
07/06/2007,-2.3
08/06/2007,-7.6
09/06/2007,-2.3
10/06/2007,-6.7
11/06/2007,-4.7
12/06/2007,-8.4
13/06/2007,-1.9
14/06/2007,-6
15/06/2007,-9.2
16/06/2007,-10.5
17/06/2007,-6.3
18/06/2007,-8.4
19/06/2007,-0.1
20/06/2007,-4.1
21/06/2007,-4.5
22/06/2007,-0.1
23/06/2007,-1
24/06/2007,-5.2
25/06/2007,-3.4
26/06/2007,-3.8
27/06/2007,-2.6
28/06/2007,-7.4
29/06/2007,-3
30/06/2007,-4.9
01/07/2007,-4.5
02/07/2007,-8.2
03/07/2007,-2.8
04/07/2007,-8.4
05/07/2007,-4.5
06/07/2007,-5.7
07/07/2007,-6
08/07/2007,-9.5
09/07/2007,-8.9
10/07/2007,-7.4
11/07/2007,-7.5
12/07/2007,0.5
13/07/2007,-1.1
14/07/2007,-3.4
15/07/2007,-7
16/07/2007,-2.1
17/07/2007,-5.6
18/07/2007,-6.3
19/07/2007,-1
20/07/2007,0
21/07/2007,-7.4
22/07/2007,-4.3
23/07/2007,-7.9
24/07/2007,-1
25/07/2007,-7.8
26/07/2007,-0.7
27/07/2007,-2.2
28/07/2007,-5.1
29/07/2007,-2.1
30/07/2007,1.3
31/07/2007,-0.5
01/08/2007,-9.7
02/08/2007,-2.5
03/08/2007,-7.3
04/08/2007,-2.9
05/08/2007,-10.7
06/08/2007,-1.7
07/08/2007,-8.1
08/08/2007,-2.9
09/08/2007,-6
10/08/2007,3.3
11/08/2007,1.9
12/08/2007,-8.5
13/08/2007,-2.6
14/08/2007,-10.1
15/08/2007,-9.6
16/08/2007,0.8
17/08/2007,-1
18/08/2007,0.9
19/08/2007,-3.3
20/08/2007,-17.7
21/08/2007,3.6
22/08/2007,-8.7
23/08/2007,-10.3
24/08/2007,-2.4
25/08/2007,7.8
26/08/2007,-9.7
27/08/2007,-2.8
28/08/2007,-13.7
29/08/2007,-0.2
30/08/2007,5.8
31/08/2007,-15.1
01/09/2007,-7.4
02/09/2007,-2.8
03/09/2007,-6.6
04/09/2007,-1.5
05/09/2007,-10.7
06/09/2007,0.4
07/09/2007,-0.7
08/09/2007,-4.3
09/09/2007,8.3
10/09/2007,-4.3
11/09/2007,-8.3
12/09/2007,-2
13/09/2007,-9.3
14/09/2007,8.6
15/09/2007,-6.1
16/09/2007,1.9
17/09/2007,-3.5
18/09/2007,-10.1
19/09/2007,1
20/09/2007,-4.4
21/09/2007,0.5
22/09/2007,-1.4
23/09/2007,-0.7
24/09/2007,-4.7
25/09/2007,-3.2
26/09/2007,-2.5
27/09/2007,-4.6
28/09/2007,1.5
29/09/2007,-2.4
30/09/2007,0.7
01/10/2007,-5.1
02/10/2007,-1.3
03/10/2007,-0.9
04/10/2007,1.9
05/10/2007,-8.2
06/10/2007,-2
07/10/2007,-2.3
08/10/2007,-4.4
09/10/2007,-0.6
10/10/2007,-2.4
11/10/2007,-4.1
12/10/2007,-4.4
13/10/2007,-3.5
14/10/2007,-2.6
15/10/2007,-5
16/10/2007,0.4
17/10/2007,-3.2
18/10/2007,1.4
19/10/2007,-2.7
20/10/2007,-4.2
21/10/2007,1.5
22/10/2007,-0.7
23/10/2007,-5.3
24/10/2007,-2.5
25/10/2007,0.9
26/10/2007,-2.4
27/10/2007,1.7
28/10/2007,-2
29/10/2007,0.6
30/10/2007,-1.4
31/10/2007,-3.6
01/11/2007,-6.1
02/11/2007,-1.8
03/11/2007,-0.7
04/11/2007,-5.5
05/11/2007,-1
06/11/2007,-2.1
07/11/2007,-2.9
08/11/2007,1.7
09/11/2007,-0.5
10/11/2007,-0.3
11/11/2007,0.2
12/11/2007,1.8
13/11/2007,1.7
14/11/2007,-1.1
15/11/2007,5.1
16/11/2007,0.7
17/11/2007,1.4
18/11/2007,-0.6
19/11/2007,-1
20/11/2007,-1
21/11/2007,-2
22/11/2007,2.1
23/11/2007,3
24/11/2007,-0.1
25/11/2007,-1.2
26/11/2007,1
27/11/2007,0.2
28/11/2007,1.1
29/11/2007,1.4
30/11/2007,3.6
01/12/2007,-0.7
02/12/2007,-2.6
03/12/2007,-2.2
04/12/2007,2.4
05/12/2007,-2.3
06/12/2007,1
07/12/2007,-1.1
08/12/2007,3.5
09/12/2007,-0.9
10/12/2007,1.1
11/12/2007,1.5
12/12/2007,0
13/12/2007,4.3
14/12/2007,0.9
15/12/2007,0.7
16/12/2007,0.9
17/12/2007,0.5
18/12/2007,0.9
19/12/2007,2.3
20/12/2007,1.7
21/12/2007,2.4
22/12/2007,1.6
23/12/2007,-0.4
24/12/2007,0.6
25/12/2007,-0.5
26/12/2007,0.8
27/12/2007,1.1
28/12/2007,1
29/12/2007,1.3
30/12/2007,4.7
31/12/2007,1
01/01/2008,0.3
02/01/2008,3.5
03/01/2008,0.9
04/01/2008,2.6
05/01/2008,2.4
06/01/2008,2.2
07/01/2008,6
08/01/2008,3.2
09/01/2008,2.4
10/01/2008,3.5
11/01/2008,1.1
12/01/2008,2.7
13/01/2008,2
14/01/2008,3.7
15/01/2008,2
16/01/2008,2.1
17/01/2008,2
18/01/2008,4.1
19/01/2008,-1.2
20/01/2008,2.9
21/01/2008,3.4
22/01/2008,4.4
23/01/2008,3.4
24/01/2008,4.1
25/01/2008,-0.1
26/01/2008,2.6
27/01/2008,2.7
28/01/2008,2.3
29/01/2008,2.6
30/01/2008,3
31/01/2008,3.1
01/02/2008,1.5
02/02/2008,3.6
03/02/2008,0.7
04/02/2008,2.3
05/02/2008,4.5
06/02/2008,4.3
07/02/2008,2.4
08/02/2008,0.7
09/02/2008,2.2
10/02/2008,2.3
11/02/2008,3.7
12/02/2008,2.7
13/02/2008,2.6
14/02/2008,1.2
15/02/2008,0.4
16/02/2008,0.4
17/02/2008,0.8
18/02/2008,1.9
19/02/2008,3.9
20/02/2008,3.1
21/02/2008,3.6
22/02/2008,0.3
23/02/2008,2.2
24/02/2008,2.7
25/02/2008,1.5
26/02/2008,1.2
27/02/2008,1.5
28/02/2008,0.6
29/02/2008,0.2
01/03/2008,1.1
02/03/2008,0.7
03/03/2008,0.5
04/03/2008,2.1
05/03/2008,2
06/03/2008,1.8
07/03/2008,0.8
08/03/2008,0.6
09/03/2008,1
10/03/2008,1.7
11/03/2008,1.4
12/03/2008,1.5
13/03/2008,1.7
14/03/2008,-0.1
15/03/2008,-1.2
16/03/2008,-0.6
17/03/2008,0.7
18/03/2008,2.5
19/03/2008,1.6
20/03/2008,-0.3
21/03/2008,-1
22/03/2008,0.5
23/03/2008,0.8
24/03/2008,1.7
25/03/2008,0.7
26/03/2008,-1
27/03/2008,6.6
28/03/2008,0.8
29/03/2008,-0.1
30/03/2008,1.1
31/03/2008,0.7
01/04/2008,1.6
02/04/2008,1
03/04/2008,1.1
04/04/2008,-0.6
05/04/2008,0.9
06/04/2008,4.2
07/04/2008,-1.3
08/04/2008,-0.1
09/04/2008,2.3
10/04/2008,-0.4
11/04/2008,0.9
12/04/2008,0.3
13/04/2008,-0.8
14/04/2008,-2.4
15/04/2008,-3.1
16/04/2008,-3.4
17/04/2008,3.3
18/04/2008,-3.5
19/04/2008,-2.7
20/04/2008,-6.5
21/04/2008,-0.3
22/04/2008,-1
23/04/2008,-3.1
24/04/2008,-0.3
25/04/2008,-4.2
26/04/2008,4.6
27/04/2008,-4.1
28/04/2008,-2.8
29/04/2008,-1.5
30/04/2008,-2.2
01/05/2008,-0.5
02/05/2008,-1.4
03/05/2008,0.7
04/05/2008,-3.9
05/05/2008,-6.6
06/05/2008,0.7
07/05/2008,-0.8
08/05/2008,-0.7
09/05/2008,3.1
10/05/2008,1.2
11/05/2008,-1.3
12/05/2008,-2.6
13/05/2008,1.2
14/05/2008,0.5
15/05/2008,0.6
16/05/2008,4.2
17/05/2008,3.7
18/05/2008,-3.2
19/05/2008,-4.2
20/05/2008,1.7
21/05/2008,-0.4
22/05/2008,-2.4
23/05/2008,-1.2
24/05/2008,-5.6
25/05/2008,-1.6
26/05/2008,-11.2
27/05/2008,-6.5
28/05/2008,-4.2
29/05/2008,-5.8
30/05/2008,0.1
31/05/2008,-3.7
01/06/2008,-2.6
02/06/2008,-0.7
03/06/2008,-3.6
04/06/2008,-2.7
05/06/2008,-7.8
06/06/2008,-5
07/06/2008,-3.9
08/06/2008,-7.1
09/06/2008,-6.4
10/06/2008,-1.9
11/06/2008,-4.4
12/06/2008,-6.7
13/06/2008,-1.1
14/06/2008,-7.9
15/06/2008,-5.5
16/06/2008,-2.2
17/06/2008,0.7
18/06/2008,-3.5
19/06/2008,-8.6
20/06/2008,-2.2
21/06/2008,-3.5
22/06/2008,-5.7
23/06/2008,-2.2
24/06/2008,-2
25/06/2008,-4.1
26/06/2008,-4
27/06/2008,-6.3
28/06/2008,-2.5
29/06/2008,-5.4
30/06/2008,2.4
01/07/2008,1.6
02/07/2008,0.9
03/07/2008,-3.9
04/07/2008,2.2
05/07/2008,-1.1
06/07/2008,-8.4
07/07/2008,-9.2
08/07/2008,-0.3
09/07/2008,-2.7
10/07/2008,-0.2
11/07/2008,-3
12/07/2008,-13.3
13/07/2008,-5
14/07/2008,-7.3
15/07/2008,5.7
16/07/2008,-6.3
17/07/2008,-3.3
18/07/2008,-7.8
19/07/2008,-11.3
20/07/2008,-7.7
21/07/2008,-1.7
22/07/2008,-4.8
23/07/2008,-0.1
24/07/2008,-1.1
25/07/2008,-10.4
26/07/2008,-7.2
27/07/2008,0.1
28/07/2008,-3.4
29/07/2008,1.3
30/07/2008,-5.8
31/07/2008,-7.3
01/08/2008,-9.4
02/08/2008,-2.6
03/08/2008,1.1
04/08/2008,-0.7
05/08/2008,-6.3
06/08/2008,-1.6
07/08/2008,-8.5
08/08/2008,-1.7
09/08/2008,-2.7
10/08/2008,-4.7
11/08/2008,-1.9
12/08/2008,-17.1
13/08/2008,-4.7
14/08/2008,-2.1
15/08/2008,-6.9
16/08/2008,0.3
17/08/2008,-1.6
18/08/2008,-6.7
19/08/2008,-8.6
20/08/2008,-10.1
21/08/2008,-7.2
22/08/2008,-12.3
23/08/2008,-5.4
24/08/2008,-0.3
25/08/2008,-6.4
26/08/2008,-10
27/08/2008,-4.1
28/08/2008,-5.7
29/08/2008,0.8
30/08/2008,-11.3
31/08/2008,-5
01/09/2008,-4.6
02/09/2008,0.4
03/09/2008,-3.6
04/09/2008,-6.9
05/09/2008,-5.9
06/09/2008,-5.4
07/09/2008,-10.9
08/09/2008,-15.1
09/09/2008,1.8
10/09/2008,-12.5
11/09/2008,-5.7
12/09/2008,-2
13/09/2008,-8.3
14/09/2008,1.4
15/09/2008,-4.2
16/09/2008,-9
17/09/2008,-8.8
18/09/2008,-3.6
19/09/2008,2.3
20/09/2008,-4.2
21/09/2008,-4.5
22/09/2008,-8.9
23/09/2008,-8.5
24/09/2008,2.4
25/09/2008,0.5
26/09/2008,-7.4
27/09/2008,-0.3
28/09/2008,-0.5
29/09/2008,0.2
30/09/2008,4.8
01/10/2008,-6.5
02/10/2008,-4.2
03/10/2008,-9.3
04/10/2008,-3.3
05/10/2008,-7.6
06/10/2008,1.7
07/10/2008,1
08/10/2008,-5
09/10/2008,-2
10/10/2008,-5.3
11/10/2008,0.4
12/10/2008,-2.7
13/10/2008,-6.5
14/10/2008,-5
15/10/2008,-6
16/10/2008,-6.2
17/10/2008,-7.2
18/10/2008,-11.4
19/10/2008,-3.3
20/10/2008,-1.7
21/10/2008,-0.6
22/10/2008,4.8
23/10/2008,-0.8
24/10/2008,-1.4
25/10/2008,-3.4
26/10/2008,-0.8
27/10/2008,0.9
28/10/2008,-4
29/10/2008,-2.1
30/10/2008,0.4
31/10/2008,-5.3
01/11/2008,-0.9
02/11/2008,-0.6
03/11/2008,-1.7
04/11/2008,-4.8
05/11/2008,-1.9
06/11/2008,3.1
07/11/2008,1.1
08/11/2008,1.5
09/11/2008,-0
10/11/2008,-2.7
11/11/2008,-0.4
12/11/2008,-1.4
13/11/2008,-1.2
14/11/2008,6.4
15/11/2008,2
16/11/2008,2.6
17/11/2008,-0.7
18/11/2008,2.3
19/11/2008,3.1
20/11/2008,-1
21/11/2008,0.4
22/11/2008,1.1
23/11/2008,-3.9
24/11/2008,2.3
25/11/2008,1.4
26/11/2008,1.8
27/11/2008,0.1
28/11/2008,-0.8
29/11/2008,0.7
30/11/2008,0.9
01/12/2008,0.3
02/12/2008,1.8
03/12/2008,-1.4
04/12/2008,3.2
05/12/2008,-0.7
06/12/2008,-0
07/12/2008,-1
08/12/2008,1.5
09/12/2008,-0.5
10/12/2008,0.7
11/12/2008,-0.2
12/12/2008,-1.3
13/12/2008,3
14/12/2008,2.1
15/12/2008,2.8
16/12/2008,-2
17/12/2008,0.4
18/12/2008,-0.2
19/12/2008,1.9
20/12/2008,1.4
21/12/2008,-1
22/12/2008,0.9
23/12/2008,1.2
24/12/2008,1.6
25/12/2008,2.3
26/12/2008,3.8
27/12/2008,0.1
28/12/2008,2.9
29/12/2008,1.5
30/12/2008,1.9
31/12/2008,1.8
01/01/2009,1
02/01/2009,3.5
03/01/2009,0.6
04/01/2009,0.4
05/01/2009,1.3
06/01/2009,1.2
07/01/2009,3.9
08/01/2009,5.2
09/01/2009,3.8
10/01/2009,2.3
11/01/2009,3.9
12/01/2009,-0.3
13/01/2009,2.8
14/01/2009,1.8
15/01/2009,0.1
16/01/2009,1.5
17/01/2009,3
18/01/2009,1.4
19/01/2009,3.4
20/01/2009,2
21/01/2009,1.8
22/01/2009,3.7
23/01/2009,0.8
24/01/2009,3.4
25/01/2009,2.5
26/01/2009,2.3
27/01/2009,0.2
28/01/2009,4.8
29/01/2009,-1.3
30/01/2009,2.2
31/01/2009,1.9
01/02/2009,1.7
02/02/2009,1.6
03/02/2009,2.4
04/02/2009,2.5
05/02/2009,1.8
06/02/2009,2.8
07/02/2009,1.3
08/02/2009,4.8
09/02/2009,0.8
10/02/2009,2.5
11/02/2009,3.4
12/02/2009,3.6
13/02/2009,0.8
14/02/2009,2.3
15/02/2009,3.6
16/02/2009,2
17/02/2009,2.2
18/02/2009,-0.3
19/02/2009,0.5
20/02/2009,3
21/02/2009,1.1
22/02/2009,0.9
23/02/2009,2.9
24/02/2009,3.2
25/02/2009,1.5
26/02/2009,2.1
27/02/2009,0.3
28/02/2009,0.2
01/03/2009,2.1
02/03/2009,2.2
03/03/2009,1.6
04/03/2009,-1
05/03/2009,-1
06/03/2009,-0.2
07/03/2009,2.4
08/03/2009,0.8
09/03/2009,1.4
10/03/2009,1.7
11/03/2009,1.7
12/03/2009,-0.1
13/03/2009,-1.2
14/03/2009,0.2
15/03/2009,1.1
16/03/2009,1.3
17/03/2009,0.6
18/03/2009,0.9
19/03/2009,0.1
20/03/2009,-1.4
21/03/2009,1.5
22/03/2009,1.5
23/03/2009,0.6
24/03/2009,-0.9
25/03/2009,1.8
26/03/2009,0.2
27/03/2009,1
28/03/2009,0.6
29/03/2009,2.5
30/03/2009,0.8
31/03/2009,1.9
01/04/2009,-0.7
02/04/2009,0.3
03/04/2009,2.7
04/04/2009,0.7
05/04/2009,0.2
06/04/2009,0.2
07/04/2009,1.8
08/04/2009,-0
09/04/2009,-1.6
10/04/2009,-3.6
11/04/2009,2.3
12/04/2009,-4.1
13/04/2009,-3.5
14/04/2009,-0.7
15/04/2009,0.6
16/04/2009,-2.2
17/04/2009,-0.1
18/04/2009,1.5
19/04/2009,-1.1
20/04/2009,1.3
21/04/2009,-0.7
22/04/2009,-1.1
23/04/2009,-1.3
24/04/2009,-5.5
25/04/2009,-5.1
26/04/2009,-0.7
27/04/2009,0.1
28/04/2009,-2.3
29/04/2009,-4
30/04/2009,-6.8
01/05/2009,0.4
02/05/2009,2.5
03/05/2009,-0.9
04/05/2009,-4
05/05/2009,-1.3
06/05/2009,-6.1
07/05/2009,-4.8
08/05/2009,2
09/05/2009,-2.3
10/05/2009,0.5
11/05/2009,0.1
12/05/2009,3.5
13/05/2009,1.1
14/05/2009,-0.7
15/05/2009,0.4
16/05/2009,3.3
17/05/2009,0.2
18/05/2009,-1.8
19/05/2009,3.2
20/05/2009,-2.1
21/05/2009,-3
22/05/2009,-0.6
23/05/2009,-4.4
24/05/2009,-5.5
25/05/2009,0.4
26/05/2009,-3.9
27/05/2009,-2.6
28/05/2009,0.1
29/05/2009,-1.6
30/05/2009,-5.8
31/05/2009,-2.7
01/06/2009,-4.1
02/06/2009,1.9
03/06/2009,-1.8
04/06/2009,-1.4
05/06/2009,1.3
06/06/2009,1.3
07/06/2009,-1
08/06/2009,-4.5
09/06/2009,-4.4
10/06/2009,-5
11/06/2009,-8.9
12/06/2009,-4
13/06/2009,-5.8
14/06/2009,-8.3
15/06/2009,1
16/06/2009,-4.3
17/06/2009,-4.1
18/06/2009,-4.4
19/06/2009,-1
20/06/2009,-4
21/06/2009,-2.4
22/06/2009,-8.3
23/06/2009,-1.6
24/06/2009,-2.1
25/06/2009,-3.8
26/06/2009,-3.5
27/06/2009,-4.7
28/06/2009,-6.5
29/06/2009,-3.4
30/06/2009,-7.7
01/07/2009,-0.3
02/07/2009,-11.7
03/07/2009,-7.7
04/07/2009,-0.6
05/07/2009,-10.4
06/07/2009,-8.3
07/07/2009,-4.6
08/07/2009,-4
09/07/2009,-2.1
10/07/2009,-8.6
11/07/2009,-7.3
12/07/2009,-3.2
13/07/2009,-5.1
14/07/2009,-0.4
15/07/2009,-3.7
16/07/2009,-8
17/07/2009,-0.7
18/07/2009,-4.1
19/07/2009,-0.8
20/07/2009,-10.3
21/07/2009,-2.8
22/07/2009,-3.3
23/07/2009,-1.8
24/07/2009,-12.8
25/07/2009,-8.4
26/07/2009,-10.4
27/07/2009,-0.2
28/07/2009,-1.3
29/07/2009,-6.2
30/07/2009,-3.6
31/07/2009,-4.1
01/08/2009,-5.2
02/08/2009,-11.5
03/08/2009,-2.3
04/08/2009,-5.8
05/08/2009,-7.9
06/08/2009,-9.9
07/08/2009,-1.9
08/08/2009,-0.9
09/08/2009,-0.1
10/08/2009,-1.4
11/08/2009,-7.2
12/08/2009,-3.8
13/08/2009,-4.8
14/08/2009,-3.8
15/08/2009,-1.7
16/08/2009,-1.5
17/08/2009,-3.7
18/08/2009,-14.7
19/08/2009,-2.8
20/08/2009,-7
21/08/2009,-11.3
22/08/2009,-4.2
23/08/2009,-5.2
24/08/2009,-5.6
25/08/2009,-10.1
26/08/2009,-2.7
27/08/2009,-4.7
28/08/2009,0.8
29/08/2009,-5.9
30/08/2009,-15.8
31/08/2009,-9
01/09/2009,-8.3
02/09/2009,-2.9
03/09/2009,-14.5
04/09/2009,-1.7
05/09/2009,1.4
06/09/2009,8.6
07/09/2009,1
08/09/2009,-4.2
09/09/2009,-10.9
10/09/2009,-9.5
11/09/2009,-15.9
12/09/2009,-1.1
13/09/2009,-11.7
14/09/2009,-12.3
15/09/2009,-4.3
16/09/2009,-11.6
17/09/2009,-4.4
18/09/2009,-1.1
19/09/2009,-2.4
20/09/2009,-6.7
21/09/2009,0.2
22/09/2009,-0.2
23/09/2009,-2.6
24/09/2009,-6.5
25/09/2009,-2.4
26/09/2009,-0.8
27/09/2009,-8.3
28/09/2009,-3
29/09/2009,-5
30/09/2009,-3.1
01/10/2009,-0.8
02/10/2009,-7.2
03/10/2009,-3.6
04/10/2009,-10.7
05/10/2009,-1.2
06/10/2009,-1.9
07/10/2009,-1.8
08/10/2009,-7
09/10/2009,0.6
10/10/2009,1.4
11/10/2009,-3.2
12/10/2009,-1.8
13/10/2009,-5.8
14/10/2009,-2.9
15/10/2009,-0.9
16/10/2009,-10.3
17/10/2009,-3.4
18/10/2009,-4.6
19/10/2009,-0.9
20/10/2009,1.6
21/10/2009,-7.3
22/10/2009,1.1
23/10/2009,-3.7
24/10/2009,-3.5
25/10/2009,-3.8
26/10/2009,0.5
27/10/2009,-0.1
28/10/2009,2.7
29/10/2009,-4.8
30/10/2009,1.9
31/10/2009,-4.8
01/11/2009,-3.9
02/11/2009,0.5
03/11/2009,-1.9
04/11/2009,-1.1
05/11/2009,-5.3
06/11/2009,1.8
07/11/2009,-0.8
08/11/2009,-0.7
09/11/2009,-2.1
10/11/2009,-1.4
11/11/2009,0.5
12/11/2009,-0.1
13/11/2009,-0.4
14/11/2009,-1.7
15/11/2009,-3.5
16/11/2009,-1.8
17/11/2009,-1
18/11/2009,0.8
19/11/2009,-4.7
20/11/2009,-0.3
21/11/2009,0.3
22/11/2009,1.7
23/11/2009,1.8
24/11/2009,-1.7
25/11/2009,1.9
26/11/2009,1.3
27/11/2009,-0.3
28/11/2009,1.3
29/11/2009,2.2
30/11/2009,-0.8
01/12/2009,-1.2
02/12/2009,-0.8
03/12/2009,-1.7
04/12/2009,1.5
05/12/2009,0.4
06/12/2009,2.9
07/12/2009,-2.5
08/12/2009,-0.4
09/12/2009,0.7
10/12/2009,0.3
11/12/2009,1.8
12/12/2009,1
13/12/2009,3.3
14/12/2009,1.9
15/12/2009,1
16/12/2009,1.1
17/12/2009,1
18/12/2009,0.1
19/12/2009,3.4
20/12/2009,3.5
21/12/2009,2.5
22/12/2009,2.3
23/12/2009,2.5
24/12/2009,1.6
25/12/2009,-1
26/12/2009,2
27/12/2009,1.9
28/12/2009,1.2
29/12/2009,1
30/12/2009,2.1
31/12/2009,1
